State,County,Population for whom poverty status is determined,Under 18 years (in poverty),18 to 64 years (in poverty),60 years and over (in poverty),65 years and over (in poverty),White alone (in poverty),Black or African American alone (in poverty),American Indian and Alaska Native alone (in poverty),Asian alone (in poverty),Native Hawaiian and Other Pacific Islander alone (in poverty),Some other race alone (in poverty),Two or more races (in poverty),Hispanic or Latino origin (in poverty),White alone (not Hispanic or Latino) (in poverty),Less than high school graduate (in poverty),High school graduate (in poverty),Some college or Associate's degree (in poverty),Bachelor's degree or higher (in poverty),Employed (in poverty),Unemployed (in poverty),Income below 50% poverty level,Income below 125% poverty level,Income below 150% poverty level,Income below 185% poverty level,Income below 200% poverty level,Income below 300% poverty level,Income below 400% poverty level,Income below 500% poverty level,"FID"
Ohio,Ashland,"51,141",22.73,58.69,26.21,18.58,96.67,0.66,0.0,0.57,0.0,0.22,1.87,1.41,95.57,6.7,29.17,17.66,15.27,48.68,1.88,5.81,17.01,21.52,29.77,31.99,51.05,69.31,79.85,2254
Ohio,Ashtabula,"94,193",22.44,58.71,26.62,18.85,93.22,2.98,0.1,0.48,0.01,0.39,2.81,4.34,89.98,9.53,29.65,20.08,10.71,43.24,3.33,8.4,26.55,32.26,38.73,41.61,60.16,73.86,83.6,2259
Ohio,Athens,"56,440",16.65,68.63,21.13,14.72,91.93,2.01,0.25,2.49,0.02,0.35,2.94,1.62,90.74,6.1,20.85,17.06,20.93,45.94,2.12,15.74,32.38,37.41,43.33,45.79,60.87,74.54,82.94,2266
Ohio,Auglaize,"45,039",24.19,58.1,24.03,17.72,96.14,0.69,0.07,0.28,0.0,0.95,1.88,1.76,95.24,4.39,29.15,21.22,13.16,51.52,1.75,3.2,10.88,13.2,19.11,21.8,40.11,59.4,75.35,2273
Ohio,Belmont,"63,227",19.28,59.94,28.85,20.78,94.67,2.02,0.14,0.6,0.02,0.36,2.19,0.92,94.14,5.63,31.94,23.44,12.34,45.78,2.72,5.13,16.47,20.5,27.96,31.58,51.32,68.62,79.71,2278
Ohio,Brown,"42,778",22.82,59.46,25.07,17.72,97.16,0.73,0.05,0.22,0.0,0.25,1.59,1.11,96.28,8.38,31.43,20.04,10.01,45.27,2.06,5.67,22.16,25.59,29.89,33.04,51.08,68.42,79.37,2282
Ohio,Butler,"369,683",23.8,61.45,21.35,14.75,83.07,7.62,0.11,3.4,0.02,1.21,4.57,4.78,80.0,5.35,21.43,18.06,20.63,49.38,2.48,5.91,14.81,18.67,24.24,26.67,42.69,57.55,69.62,2286
Ohio,Carroll,"26,752",20.3,58.85,28.48,20.85,96.95,0.98,0.0,0.09,0.0,0.0,1.98,1.33,95.87,7.78,35.26,19.67,9.62,44.88,1.72,5.48,16.53,20.99,27.56,32.67,53.37,69.22,79.31,2289
Ohio,Champaign,"37,930",22.39,59.23,25.45,18.38,94.57,1.33,0.22,0.37,0.02,0.37,3.11,1.57,93.28,5.82,32.11,20.62,11.26,47.35,2.94,4.65,14.26,17.92,24.41,27.46,52.15,66.36,79.11,2291
Ohio,Clark,"130,915",22.54,58.35,25.77,19.11,86.47,8.11,0.15,0.49,0.01,0.89,3.88,3.53,83.97,7.56,26.28,22.22,13.12,45.11,3.32,7.15,20.54,25.85,33.39,36.32,55.38,70.79,82.06,2300
Ohio,Clermont,"203,341",22.81,61.04,23.17,16.15,94.63,1.19,0.09,1.41,0.04,0.28,2.36,2.02,93.16,6.95,22.1,20.18,20.16,50.66,2.24,4.81,12.79,16.87,21.37,23.73,39.94,55.73,68.21,2306
Ohio,Clinton,"40,590",23.41,59.42,24.12,17.17,94.04,1.73,0.06,0.64,0.02,0.74,2.78,1.72,93.26,6.79,26.75,21.82,13.77,47.16,2.79,6.38,19.54,24.52,31.96,34.09,51.72,68.35,78.81,2310
Ohio,Columbiana,"98,544",20.79,59.04,27.91,20.16,95.22,1.26,0.06,0.29,0.01,0.9,2.27,1.66,94.59,7.35,31.9,21.46,10.72,46.38,2.94,6.23,18.45,23.09,30.84,33.89,54.7,71.32,82.37,2315
Ohio,Coshocton,"35,968",23.18,57.82,27.19,19.0,96.82,1.17,0.16,0.3,0.0,0.14,1.4,1.11,95.9,9.94,30.44,18.87,10.42,43.6,2.84,7.54,23.46,28.24,35.28,38.32,61.06,76.29,85.3,2317
Ohio,Crawford,"40,690",21.33,58.33,27.38,20.33,96.44,1.13,0.15,0.67,0.06,0.15,1.39,1.7,95.01,6.44,32.79,20.77,11.02,46.06,2.67,5.46,19.46,25.25,34.03,37.73,58.89,75.28,84.64,2323
Ohio,Cuyahoga,"1,216,183",20.95,61.21,24.94,17.84,61.4,29.34,0.23,3.05,0.04,1.92,4.02,6.19,58.25,6.58,19.49,20.86,23.93,48.55,3.9,7.79,21.52,25.9,31.9,34.42,50.01,63.06,73.52,2332
Ohio,Darke,"50,566",23.48,57.39,25.82,19.13,97.27,0.67,0.25,0.36,0.0,0.2,1.25,1.6,95.97,6.56,31.89,19.53,10.63,49.04,1.38,3.95,14.85,21.83,29.14,32.72,52.5,68.5,79.49,2345
Ohio,Defiance,"37,192",22.72,58.83,25.36,18.45,90.43,1.4,0.41,0.4,0.05,3.45,3.86,10.28,86.49,5.53,28.53,22.14,12.76,50.83,2.2,3.22,13.75,17.53,23.69,26.72,45.17,65.48,77.83,2350
Ohio,Delaware,"202,573",26.34,59.88,19.4,13.78,85.92,3.33,0.11,6.86,0.02,0.61,3.15,2.69,84.13,2.06,11.55,15.75,36.95,52.16,1.34,1.97,5.81,7.36,9.83,10.79,20.93,32.27,44.6,2352
Ohio,Erie,"73,261",20.35,58.43,29.02,21.22,84.84,8.96,0.4,0.79,0.01,1.2,3.79,4.56,82.49,5.46,24.99,23.25,18.06,48.71,2.94,5.5,16.18,19.27,26.09,28.37,46.55,64.08,75.17,2357
Ohio,Fairfield,"152,951",24.1,60.32,21.86,15.58,86.33,7.27,0.07,1.72,0.03,0.83,3.75,2.33,85.42,4.29,22.09,21.34,20.04,49.31,2.0,3.42,11.69,15.14,20.65,23.38,39.15,55.86,68.48,2365
Ohio,Fayette,"28,146",23.41,59.69,23.28,16.9,93.24,2.21,0.03,1.03,0.04,0.98,2.47,2.2,92.38,10.94,30.89,16.2,10.55,44.02,2.29,7.77,20.21,26.52,33.43,37.52,60.55,73.04,81.83,2368
Ohio,Franklin,"1,273,734",23.44,64.55,17.5,12.01,64.91,22.88,0.2,5.37,0.03,1.94,4.68,5.69,62.06,5.95,16.54,17.94,27.59,53.1,2.67,6.77,19.11,23.07,28.55,31.27,47.64,61.29,71.65,2375
Ohio,Fulton,"41,518",23.3,59.27,24.94,17.43,92.91,0.25,0.42,0.55,0.05,2.18,3.64,8.94,88.67,4.94,29.06,22.86,11.69,49.04,2.27,3.75,12.33,16.97,22.84,25.8,48.49,65.71,77.53,2378
Ohio,Gallia,"29,163",23.3,58.29,25.41,18.41,93.72,1.5,0.51,0.79,0.16,0.67,2.64,1.29,93.33,9.61,28.55,18.97,12.23,41.98,1.97,5.85,21.42,24.91,30.99,34.66,55.35,70.17,82.45,2383
Ohio,Geauga,"92,661",22.86,57.24,27.09,19.9,96.0,1.21,0.11,0.56,0.0,0.37,1.76,1.57,95.11,6.58,17.54,18.44,26.24,51.59,1.47,2.65,8.73,11.68,16.27,18.38,32.22,48.54,60.94,2390
Ohio,Greene,"158,748",21.31,61.1,24.6,17.59,85.75,5.39,0.1,3.11,0.05,1.0,4.6,2.99,83.97,4.05,16.41,21.8,28.26,47.89,2.21,5.21,13.66,17.03,21.82,24.84,39.68,53.87,64.97,2393
Ohio,Guernsey,"38,468",21.87,59.0,25.61,19.13,94.99,1.7,0.21,0.42,0.0,0.59,2.09,1.12,94.26,10.52,29.14,19.81,10.64,43.83,2.31,8.53,23.4,27.71,34.95,38.81,58.06,74.38,84.99,2399
Ohio,Hamilton,"798,152",23.13,61.76,21.55,15.11,66.43,25.66,0.11,2.73,0.07,1.21,3.79,3.45,64.46,5.51,17.41,18.6,26.71,51.03,2.86,6.99,18.92,22.43,28.68,30.86,46.05,59.5,70.22,2411
Ohio,Hancock,"73,519",22.38,60.66,23.07,16.96,92.46,1.21,0.1,2.11,0.0,1.78,2.34,5.7,88.76,4.73,24.82,20.77,19.44,50.97,1.84,4.39,13.75,17.55,24.1,27.15,47.22,62.79,75.07,2427
Ohio,Hardin,"28,739",22.95,60.08,23.05,16.97,96.58,0.54,0.0,0.49,0.0,0.74,1.64,1.39,95.9,6.48,32.77,16.57,10.59,46.7,2.07,6.3,19.27,23.13,30.87,34.36,58.39,72.74,83.27,2432
Ohio,Harrison,"14,793",20.85,58.42,29.88,20.73,95.28,2.83,0.0,0.53,0.0,0.2,1.16,0.38,94.94,8.59,35.1,19.3,9.11,40.59,2.56,6.96,19.94,23.83,31.81,35.38,56.51,73.79,84.61,2440
Ohio,Henry,"26,600",23.25,58.94,25.3,17.8,93.03,0.66,0.32,0.33,0.08,3.07,2.51,7.87,89.62,4.27,30.2,22.33,12.26,49.62,2.35,3.53,12.21,16.36,23.29,26.48,46.18,64.27,78.04,2451
Ohio,Highland,"42,420",23.8,58.34,25.01,17.86,95.74,1.54,0.23,0.33,0.0,0.25,1.91,1.21,95.09,10.56,29.94,18.32,9.58,43.51,2.2,6.71,23.23,28.49,35.88,39.51,59.7,74.15,82.69,2457
Ohio,Hocking,"27,795",21.86,59.63,25.92,18.51,96.74,0.45,0.04,0.08,0.0,0.41,2.28,0.98,96.29,8.12,30.69,21.8,9.87,46.63,1.85,6.89,18.63,23.84,29.99,33.21,52.8,72.8,82.94,2461
Ohio,Holmes,"43,107",31.8,55.43,17.69,12.76,98.43,0.02,0.27,0.31,0.0,0.08,0.9,0.98,97.92,26.03,18.44,7.74,6.11,46.32,1.1,3.61,13.71,19.13,25.48,29.47,57.68,73.22,82.35,2464
Ohio,Huron,"57,576",24.04,59.2,24.45,16.76,94.93,1.64,0.38,0.21,0.01,0.61,2.21,6.72,89.83,7.25,30.67,19.96,10.14,47.42,2.32,5.19,16.34,21.24,28.38,31.45,52.08,70.36,82.52,2468
Ohio,Jackson,"31,706",22.96,60.24,23.07,16.8,96.57,0.94,0.06,0.0,0.17,0.05,2.21,1.14,96.01,9.15,31.37,18.37,10.41,43.82,3.25,6.45,25.67,30.04,36.42,40.54,58.37,74.94,83.87,2472
Ohio,Jefferson,"63,681",19.53,58.95,29.26,21.52,90.86,5.84,0.03,0.6,0.0,0.39,2.29,1.44,90.16,6.0,31.95,21.99,12.93,43.37,2.56,8.09,21.9,26.36,33.9,36.2,55.85,71.76,81.61,2476
Ohio,Knox,"58,024",23.52,58.0,26.3,18.48,95.8,0.7,0.28,0.43,0.01,0.73,2.05,1.39,95.09,5.58,26.61,21.0,15.76,47.94,1.99,5.94,15.69,18.83,25.93,29.78,48.94,64.09,78.3,2479
Ohio,Lake,"226,290",19.9,60.37,27.35,19.73,90.21,4.23,0.08,1.27,0.03,1.47,2.71,4.53,87.71,5.26,22.62,23.92,20.69,51.63,2.59,3.2,11.29,14.37,20.33,22.62,39.37,56.16,70.08,2493
Ohio,Lawrence,"58,982",21.7,60.0,25.39,18.3,95.22,1.65,0.01,0.38,0.02,0.46,2.25,1.0,94.58,8.58,31.17,19.6,11.3,41.08,2.15,7.77,23.81,29.83,38.34,40.59,60.09,75.21,86.22,2499
Ohio,Licking,"170,896",23.31,60.24,23.64,16.45,90.83,4.21,0.12,1.49,0.01,0.34,2.99,1.93,89.62,5.1,23.47,21.23,19.14,49.08,1.89,4.59,13.8,17.27,22.34,24.51,41.6,56.12,69.9,2504
Ohio,Logan,"44,801",23.0,59.37,24.97,17.63,94.04,1.42,0.09,0.77,0.08,0.42,3.17,1.74,92.87,5.09,31.28,20.83,11.9,47.44,2.22,5.21,14.66,19.97,25.53,29.42,48.66,66.31,78.44,2510
Ohio,Lorain,"299,935",22.41,59.2,25.32,18.39,84.63,7.66,0.31,1.1,0.03,1.2,5.06,10.23,78.22,6.75,21.24,23.71,17.98,47.27,2.41,6.13,16.46,19.88,26.25,28.75,45.08,60.37,72.96,2516
Ohio,Lucas,"420,716",23.09,60.84,22.79,16.07,71.31,18.87,0.31,1.71,0.03,2.42,5.34,7.39,67.97,6.93,20.1,23.13,18.51,47.24,3.6,9.29,23.06,27.37,33.79,36.77,53.21,66.53,77.88,2520
Ohio,Madison,"38,941",22.9,60.3,23.46,16.8,94.78,1.07,0.03,0.71,0.01,0.39,3.0,2.0,93.27,7.25,28.36,19.83,14.32,50.11,1.97,4.68,12.58,15.51,21.58,23.53,41.41,57.28,70.4,2529
Ohio,Mahoning,"221,661",20.22,59.17,28.65,20.61,78.73,14.44,0.23,0.96,0.02,1.36,4.26,6.35,75.46,6.26,26.39,21.34,17.97,46.86,4.05,7.41,22.51,26.57,33.15,36.31,53.55,67.73,80.23,2534
Ohio,Marion,"59,347",22.4,59.22,25.38,18.38,92.5,2.37,0.11,0.76,0.0,0.6,3.66,2.27,91.52,6.41,31.5,22.1,9.61,44.66,2.88,7.88,18.84,24.98,32.47,35.77,55.65,71.5,80.68,2541
Ohio,Medina,"177,364",22.23,60.2,24.37,17.57,94.63,1.27,0.17,1.02,0.0,0.62,2.29,2.29,93.21,3.64,21.37,21.26,23.97,53.29,1.57,2.48,7.94,10.5,14.69,17.15,32.43,49.09,63.01,2545
Ohio,Meigs,"22,613",22.02,58.69,27.05,19.29,97.01,0.44,0.1,0.0,0.0,0.21,2.24,0.8,96.52,11.3,31.49,19.74,8.71,37.83,3.44,7.68,26.24,32.81,38.57,42.05,60.15,72.42,85.19,2549
Ohio,Mercer,"40,296",25.41,57.36,24.26,17.23,96.73,0.55,0.0,0.63,0.84,0.27,0.97,1.89,95.27,5.05,28.87,19.46,12.94,53.0,1.36,2.09,8.23,13.69,18.94,20.45,40.18,59.56,76.27,2552
Ohio,Miami,"104,804",22.92,58.62,25.36,18.47,93.44,1.75,0.13,1.37,0.01,0.33,2.98,1.77,92.12,5.53,26.06,22.14,15.9,49.15,2.14,3.75,12.41,15.86,21.88,24.8,43.88,60.84,73.49,2558
Ohio,Monroe,"13,685",20.72,56.0,30.0,23.28,97.12,0.37,0.0,0.49,0.0,0.01,2.02,0.11,97.12,7.18,36.36,20.25,8.86,39.2,1.95,6.01,21.51,25.87,32.08,36.65,55.16,68.79,80.82,2565
Ohio,Montgomery,"513,532",22.44,59.75,24.56,17.81,71.5,20.9,0.19,2.26,0.04,1.04,4.07,3.14,69.8,6.42,19.32,24.16,19.97,47.5,3.1,7.14,20.6,24.88,31.3,34.06,50.34,65.05,75.87,2573
Ohio,Morgan,"14,362",21.03,58.06,28.32,20.91,92.45,3.61,0.17,0.08,0.0,0.45,3.23,0.97,91.55,10.21,31.88,22.12,7.54,41.26,1.71,6.79,24.58,31.53,40.3,43.43,65.75,78.41,88.35,2000
Ohio,Morrow,"34,834",22.55,60.2,25.11,17.25,96.04,0.71,0.13,0.44,0.0,0.18,2.49,1.52,95.8,8.16,31.08,20.28,10.32,50.81,1.39,3.14,12.6,16.78,24.0,27.9,48.49,65.46,79.68,2006
Ohio,Muskingum,"83,645",22.67,59.75,24.31,17.58,91.5,2.95,0.15,0.52,0.07,0.51,4.31,1.08,91.36,7.71,29.3,20.19,12.29,45.61,2.52,7.18,21.21,25.7,32.94,36.01,55.16,71.52,81.5,2010
Ohio,Noble,"12,050",21.73,46.72,43.54,31.54,97.95,0.61,0.22,0.0,0.0,0.31,0.91,0.31,97.95,9.1,36.57,18.48,9.78,36.79,1.84,5.06,18.97,22.17,28.28,31.57,55.0,73.05,82.66,2012
Ohio,Ottawa,"39,881",18.21,56.76,33.94,25.03,94.81,1.24,0.35,0.25,0.01,1.16,2.19,5.23,91.98,5.82,27.11,24.3,18.22,47.06,1.81,4.4,12.08,16.07,22.6,25.2,41.98,59.1,70.42,2019
Ohio,Paulding,"18,539",23.23,58.21,25.33,18.56,95.18,0.56,0.12,0.24,0.05,0.67,3.18,4.87,92.07,6.95,31.32,20.21,10.98,45.32,2.14,4.08,14.22,18.58,27.09,28.97,48.72,70.66,81.68,2024
Ohio,Perry,"35,535",23.07,60.38,24.14,16.55,96.88,0.73,0.23,0.09,0.06,0.3,1.72,0.86,96.46,8.59,32.71,18.76,9.07,42.84,2.79,7.42,20.08,24.66,34.0,37.01,56.08,75.49,86.0,2027
Ohio,Pickaway,"53,477",22.62,61.06,21.85,16.32,95.93,1.02,0.27,0.54,0.0,0.49,1.74,1.15,95.54,7.98,29.0,17.99,13.93,46.52,2.15,6.75,16.59,19.92,26.0,28.21,46.41,61.11,74.2,2031
Ohio,Pike,"27,431",23.19,59.66,25.35,17.16,95.85,0.75,0.63,0.1,0.32,0.18,2.17,0.83,95.31,11.09,30.64,17.68,9.91,39.14,2.08,7.32,26.86,32.98,41.73,43.08,58.52,72.88,83.02,2034
Ohio,Portage,"154,816",19.2,63.9,24.21,16.9,90.2,4.0,0.09,1.82,0.03,0.4,3.46,1.79,89.27,4.95,25.07,17.44,20.38,52.32,2.95,4.93,15.09,19.11,25.05,27.69,43.95,59.6,73.38,2038
Ohio,Preble,"40,357",21.96,59.17,25.54,18.87,96.7,0.67,0.12,0.27,0.01,0.14,2.1,0.93,96.21,6.61,30.52,20.66,12.96,48.7,1.63,3.3,12.72,15.88,21.92,24.88,47.77,66.54,77.29,2039
Ohio,Putnam,"33,415",25.36,57.65,24.26,16.99,94.45,0.62,0.03,0.13,0.0,3.41,1.37,6.22,92.19,3.95,27.07,20.26,15.67,51.48,1.68,3.03,9.98,12.54,16.64,19.69,39.46,56.85,73.05,2040
Ohio,Richland,"113,442",22.31,57.74,26.93,19.96,88.48,6.74,0.1,0.74,0.08,0.48,3.39,1.75,87.38,7.66,28.47,20.59,13.01,45.29,2.74,5.63,18.82,24.51,32.71,35.95,55.54,71.27,82.36,2042
Ohio,Ross,"70,827",22.44,60.17,24.51,17.39,92.57,3.35,0.0,0.55,0.02,0.42,3.09,1.18,91.76,6.69,30.95,20.21,12.25,43.63,2.8,6.87,21.6,25.9,31.91,35.06,54.77,69.86,82.23,2045
Ohio,Sandusky,"57,235",22.03,59.8,25.09,18.17,90.0,2.66,0.19,0.5,0.02,2.19,4.44,10.11,84.12,5.81,29.66,23.05,11.72,48.83,2.31,6.35,16.62,21.12,28.23,30.98,49.7,67.5,80.83,2047
Ohio,Scioto,"71,837",22.41,59.49,24.65,18.1,95.4,1.69,0.22,0.46,0.0,0.21,2.02,1.26,94.61,9.29,29.73,19.64,11.35,37.86,2.81,10.7,28.37,34.64,42.35,45.44,61.26,73.54,84.96,2048
Ohio,Seneca,"51,916",22.35,59.7,25.27,17.94,93.44,2.31,0.38,0.64,0.0,1.05,2.18,5.19,90.27,5.22,31.38,21.14,12.32,49.86,1.98,5.72,16.33,22.15,29.59,32.83,53.96,70.92,82.08,2049
Ohio,Shelby,"47,859",24.48,59.1,22.97,16.42,93.74,2.37,0.21,0.9,0.0,0.42,2.36,1.54,92.47,6.82,27.78,19.62,13.0,51.18,2.81,3.28,15.07,18.54,24.3,26.74,46.14,63.42,76.8,2052
Ohio,Stark,"362,017",21.53,59.33,26.36,19.14,87.18,7.3,0.12,0.9,0.0,0.69,3.81,2.1,86.08,5.45,26.73,21.73,16.75,48.65,2.65,5.55,17.6,21.69,28.41,31.34,49.03,65.35,77.11,2054
Ohio,Summit,"530,978",21.0,61.23,24.88,17.76,77.77,14.21,0.17,3.73,0.01,0.48,3.63,2.23,76.36,5.44,21.07,20.93,23.44,50.38,3.11,5.73,16.9,20.97,26.75,29.75,46.59,60.41,71.91,2057
Ohio,Trumbull,"195,196",20.71,58.03,29.04,21.26,88.27,7.74,0.11,0.54,0.09,0.2,3.04,1.87,87.04,7.3,31.3,19.01,13.96,43.82,2.21,7.42,21.96,26.68,33.19,36.57,57.39,71.42,81.8,2061
Ohio,Tuscarawas,"90,758",22.78,58.12,25.39,19.1,96.53,0.57,0.08,0.4,0.0,0.36,2.06,3.05,94.17,8.87,31.26,16.62,12.49,47.47,2.77,5.65,18.14,22.59,30.55,33.43,51.98,69.3,81.05,2065
Ohio,Union,"54,534",25.74,61.79,17.99,12.46,91.04,1.56,0.24,4.44,0.07,0.23,2.44,1.79,89.63,2.74,21.71,17.04,25.41,54.11,1.55,1.96,8.17,10.0,13.43,15.55,28.42,42.34,58.05,2067
Ohio,Van Wert,"27,825",23.21,58.49,25.7,18.3,95.91,0.87,0.33,0.28,0.0,0.48,2.12,3.6,93.54,5.29,30.13,21.78,11.94,49.43,2.65,4.58,13.62,17.58,24.43,28.16,48.52,69.67,82.2,2071
Ohio,Vinton,"12,951",22.34,60.52,24.75,17.14,97.83,0.02,0.08,0.24,0.0,0.0,1.82,1.34,96.51,14.79,29.3,17.12,9.06,42.61,2.6,6.08,28.18,31.95,36.73,39.46,58.29,74.35,82.14,2075
Ohio,Warren,"224,855",25.25,60.26,20.99,14.48,88.45,2.32,0.09,6.31,0.0,0.45,2.39,2.93,86.5,3.36,16.65,16.59,30.46,50.95,1.81,2.34,7.6,9.41,13.76,15.05,27.86,43.13,56.74,2076
Ohio,Washington,"58,314",19.7,59.53,28.6,20.77,95.99,1.21,0.42,0.51,0.0,0.21,1.66,1.09,95.3,6.65,29.07,23.54,13.73,45.99,2.21,5.25,17.48,22.5,29.14,32.47,53.94,67.64,79.07,2080
Ohio,Wayne,"111,853",24.85,57.35,24.81,17.8,94.69,1.07,0.13,0.9,0.01,1.2,2.0,2.06,93.97,8.79,26.34,17.03,15.36,48.01,1.49,3.82,14.88,18.82,26.33,29.6,49.64,64.71,77.54,2084
Ohio,Williams,"35,617",22.88,58.59,26.07,18.54,94.88,0.61,0.24,0.6,0.04,1.14,2.48,4.73,92.8,5.32,29.44,23.9,10.77,49.42,1.97,4.95,14.17,18.34,26.44,30.99,54.92,74.75,83.43,2087
Ohio,Wood,"124,195",21.09,63.48,21.47,15.43,91.38,1.85,0.21,1.68,0.09,1.31,3.49,5.81,88.38,3.13,19.57,19.65,22.32,53.69,2.37,6.08,16.27,20.13,24.7,27.0,42.6,56.03,71.3,2091
Ohio,Wyandot,"21,585",22.17,59.2,25.4,18.63,96.46,0.08,0.0,0.99,0.0,0.44,2.02,3.03,94.91,4.88,31.45,20.02,13.56,51.58,1.75,2.78,11.31,17.32,24.02,25.97,45.61,61.67,78.17,2093
Oklahoma,Adair,"21,975",26.83,57.65,22.01,15.53,40.95,0.57,44.56,0.91,0.1,3.03,9.89,6.95,39.0,12.05,29.62,16.03,6.99,35.81,2.01,11.45,32.17,39.59,49.71,54.45,73.52,84.78,91.59,2095
Oklahoma,Alfalfa,"4,683",24.11,55.88,26.35,20.01,91.48,0.3,1.05,0.36,0.0,2.73,4.08,5.64,89.66,4.95,23.28,20.03,20.03,47.45,1.71,3.14,16.38,19.67,25.03,26.27,48.75,67.44,78.43,2099
Oklahoma,Atoka,"12,491",24.33,54.62,28.2,21.05,72.8,1.51,10.46,0.42,0.0,0.64,14.15,3.43,71.47,9.86,26.35,19.07,12.47,38.38,1.72,6.0,25.69,32.29,40.29,43.83,62.32,75.77,84.6,2102
Oklahoma,Beaver,"5,220",26.02,55.02,24.69,18.97,78.33,0.75,1.57,0.02,0.0,14.44,4.89,24.73,70.59,9.6,20.8,20.23,15.79,47.74,1.99,4.25,12.8,21.38,31.84,38.62,58.12,71.34,81.4,2104
Oklahoma,Beckham,"19,195",27.53,57.77,21.63,14.7,88.61,1.44,2.43,0.15,0.01,3.77,3.59,14.97,78.91,9.42,20.06,22.02,12.06,44.21,2.02,8.17,24.5,29.12,37.36,42.16,59.65,72.69,82.82,2106
Oklahoma,Blaine,"8,093",24.34,55.2,28.17,20.46,81.97,2.01,8.11,0.05,0.0,1.14,6.72,5.18,79.53,6.61,23.96,22.55,16.48,43.28,2.73,3.29,17.41,24.6,31.03,34.07,53.03,66.72,79.28,2110
Oklahoma,Bryan,"46,060",23.34,59.14,23.49,17.53,73.11,1.61,13.76,0.65,0.13,2.26,8.48,6.37,70.2,8.48,23.15,20.73,15.35,43.41,2.59,6.7,24.14,31.04,39.33,42.09,59.54,73.93,83.49,2112
Oklahoma,Caddo,"27,598",25.96,56.62,23.35,17.42,62.18,2.28,22.33,0.54,0.11,2.93,9.63,10.21,58.55,7.85,28.22,19.58,10.59,40.44,2.99,7.65,25.08,30.21,39.2,42.96,63.56,76.87,85.01,2118
Oklahoma,Canadian,"141,895",25.94,60.83,18.59,13.23,79.65,2.84,3.97,3.06,0.02,2.99,7.47,9.47,75.05,5.8,19.4,22.19,19.13,50.38,2.18,3.2,9.97,13.68,18.86,21.57,39.07,56.0,69.66,2123
Oklahoma,Carter,"47,598",24.98,58.58,22.91,16.44,73.2,6.45,7.89,1.29,0.05,1.36,9.77,7.92,69.06,8.33,24.17,20.82,13.63,44.65,2.17,6.62,21.76,26.62,33.26,36.4,56.53,72.13,82.5,2126
Oklahoma,Cherokee,"47,183",22.41,60.6,22.79,16.98,49.44,0.88,34.21,0.84,0.06,1.76,12.8,7.71,46.1,8.04,20.18,18.47,17.95,41.21,3.35,9.72,27.92,32.94,41.13,44.27,64.99,76.64,85.5,2129
Oklahoma,Choctaw,"14,473",24.19,55.66,26.79,20.15,61.76,10.74,16.61,0.13,0.03,1.25,9.47,4.69,59.57,10.77,27.66,20.49,9.35,37.91,2.92,10.8,32.03,37.01,44.08,47.42,64.67,76.55,85.21,2133
Oklahoma,Cimarron,"2,145",26.2,49.04,31.66,24.76,97.95,0.0,0.05,0.0,0.0,0.33,1.68,23.17,75.29,10.96,23.59,17.53,19.11,45.03,0.19,4.52,17.44,25.55,41.35,45.97,63.82,77.48,83.08,2135
Oklahoma,Cleveland,"270,142",21.91,64.35,19.33,13.74,76.55,4.5,4.24,4.34,0.07,1.96,8.35,9.01,71.27,4.86,15.66,22.1,22.85,52.24,2.33,6.58,15.37,19.77,25.83,28.77,45.92,61.67,73.81,2140
Oklahoma,Coal,"5,484",24.38,55.18,28.83,20.44,69.06,0.11,9.7,0.66,0.0,1.42,19.06,4.52,67.32,10.03,29.25,16.25,11.74,38.29,2.48,5.91,30.74,36.47,43.67,47.28,63.73,79.52,86.27,2144
Oklahoma,Comanche,"111,670",24.97,62.0,18.91,13.03,62.14,15.96,4.88,2.64,0.41,2.97,11.01,13.12,56.32,5.73,21.26,22.63,15.9,42.19,3.1,6.74,21.67,27.34,34.28,36.87,56.74,70.03,80.57,2145
Oklahoma,Cotton,"5,606",22.46,58.17,26.44,19.37,81.11,1.82,10.38,0.0,0.0,1.05,5.64,8.37,75.85,10.42,29.58,18.34,10.7,44.01,2.1,6.28,23.62,28.24,38.48,39.37,54.14,69.02,80.02,2146
Oklahoma,Craig,"13,378",22.25,57.67,26.64,20.08,64.95,1.99,22.07,0.8,0.19,1.01,8.99,3.34,63.34,8.14,26.7,24.28,10.46,42.38,2.06,7.04,24.1,31.81,42.44,45.75,67.67,79.87,87.49,2148
Oklahoma,Creek,"70,285",23.34,59.27,24.13,17.38,78.4,2.05,11.75,0.6,0.02,0.94,6.25,4.37,75.29,7.24,27.96,22.34,11.08,42.59,1.82,6.51,18.25,23.39,31.92,35.56,54.39,70.33,80.85,2151
Oklahoma,Custer,"27,284",26.14,60.96,19.28,12.9,77.53,2.9,3.63,1.08,0.0,4.63,10.23,19.15,67.52,7.41,18.09,19.47,16.39,51.66,1.3,8.17,25.41,30.97,36.46,41.08,54.44,66.13,76.78,2153
Oklahoma,Delaware,"42,215",20.01,55.3,32.71,24.69,64.76,0.41,22.66,1.24,0.09,1.07,9.78,3.89,63.36,10.8,27.21,21.63,13.18,39.1,2.5,7.13,24.72,31.25,40.4,43.42,62.99,76.02,83.48,2154
