State,County,Year Structure Built: 2014+,Year Structure Built: 2010 to 2013,Year Structure Built: 2000 to 2009,Year Structure Built: 1980 to 1999,Year Structure Built: 1960 to 1979,Year Structure Built: 1940 to 1959,Year Structure Built: 1939 or earlier,0 Vehicles Available,1 Vehicles Available,2 Vehicles Available,3+ Vehicles Available,FID
Louisiana,St. Charles,214,544,"3,235","7,411","5,320","2,042",542,731,"5,825","8,158","4,594",1466
Louisiana,St. Helena,190,82,430,"1,787",972,247,177,332,"1,246","1,265","1,042",1467
Louisiana,St. James,328,404,"1,388","1,924","2,678",792,393,826,"2,317","2,963","1,801",1468
Louisiana,St. John the Baptist,89,240,"2,263","6,038","5,177",966,478,638,"5,389","6,175","3,049",1469
Louisiana,St. Landry,955,757,"3,189","6,990","14,554","3,170",881,"2,736","11,053","11,177","5,530",1471
Louisiana,St. Martin,531,"1,136","3,341","5,661","5,640","2,456",890,"1,243","6,604","8,103","3,705",1473
Louisiana,St. Mary,308,528,"1,992","5,308","7,183","3,043","1,271","2,110","8,681","6,393","2,449",1474
Louisiana,St. Tammany,"5,667","4,093","24,574","36,844","18,120","3,630","2,126","3,945","28,994","41,228","20,887",1475
Louisiana,Tangipahoa,"2,511","3,729","10,571","16,812","9,944","3,698","1,283","2,773","16,396","19,881","9,498",1476
Louisiana,Tensas,24,21,131,400,770,356,112,252,876,519,167,1479
Louisiana,Terrebonne,"1,400","1,728","6,829","10,690","13,098","4,662","1,967","3,899","13,502","16,911","6,062",1501
Louisiana,Union,428,169,"1,341","2,906","2,426",971,158,424,"3,312","2,784","1,879",1507
Louisiana,Vermilion,783,"1,649","4,454","5,172","4,579","3,668","1,875","2,082","6,687","8,943","4,468",1510
Louisiana,Vernon,905,"1,167","2,650","6,055","5,144","1,213",382,"1,269","5,868","6,673","3,706",1513
Louisiana,Washington,612,382,"2,722","5,319","5,088","2,524","1,147","1,447","6,176","6,751","3,420",1516
Louisiana,Webster,243,495,"1,235","4,687","6,992","2,126",542,"1,497","5,418","6,191","3,214",1518
Louisiana,West Baton Rouge,899,841,"1,560","2,699","1,994",857,760,377,"2,775","3,734","2,724",1520
Louisiana,West Carroll,139,166,370,"1,265","1,477",548,161,108,"2,180","1,249",589,1522
Louisiana,West Feliciana,65,301,794,"1,747",851,281,163,183,"1,438","1,806",775,1524
Louisiana,Winn,74,102,405,"1,775","1,903",934,168,532,"2,013","1,746","1,070",1529
Maine,Androscoggin,554,"1,033","4,572","10,221","9,817","6,542","13,167","4,183","15,542","17,030","9,151",1532
Maine,Aroostook,248,468,"2,539","6,978","7,499","5,802","6,060","2,524","10,569","11,025","5,476",1535
Maine,Cumberland,"4,231","2,956","13,883","31,588","24,207","16,242","30,277","8,334","40,793","52,481","21,776",1608
Maine,Franklin,307,250,"1,384","3,421","3,365",880,"2,819","1,063","4,091","4,660","2,612",1619
Maine,Hancock,586,636,"4,220","7,843","4,633","1,677","4,521","1,324","8,423","9,369","5,000",1748
Maine,Kennebec,"1,216","1,015","6,337","13,557","12,388","6,248","11,745","4,065","17,664","20,652","10,125",1755
Maine,Knox,229,288,"2,541","4,235","2,897","1,384","5,923","1,027","5,905","7,253","3,312",1774
Maine,Lincoln,374,234,"2,568","5,190","2,848",974,"3,477",905,"5,116","6,473","3,171",1835
Maine,Oxford,335,546,"2,882","6,106","4,821","2,461","5,208","1,143","6,620","9,115","5,481",1842
Maine,Penobscot,"1,449","1,614","8,187","17,039","14,291","7,288","13,205","4,501","21,557","24,525","12,490",1846
Maine,Piscataquis,138,75,628,"1,762","1,692",774,"2,111",490,"2,540","2,806","1,344",1851
Maine,Sagadahoc,366,455,"2,018","4,852","2,697","1,667","3,969",641,"5,381","6,786","3,216",1855
Maine,Somerset,253,535,"2,422","6,815","4,725","1,828","5,067","1,507","6,803","8,737","4,598",1860
Maine,Waldo,410,690,"3,308","5,435","2,985",947,"3,652",961,"5,609","6,943","3,914",1865
Maine,Washington,289,350,"1,670","3,753","2,958","1,079","3,731","1,131","4,842","5,460","2,397",1884
Maine,York,"2,020","2,189","13,198","26,419","16,606","9,704","16,783","4,750","26,893","35,632","19,644",1901
Maryland,Allegany,119,436,"1,288","3,741","7,472","5,806","8,507","2,331","9,690","9,537","5,811",1905
Maryland,Anne Arundel,"10,062","7,389","25,216","72,576","58,030","30,824","9,025","7,948","60,145","89,133","55,896",1925
Maryland,Baltimore County,"5,829","5,003","25,800","88,846","83,741","81,527","24,601","24,689","112,077","117,658","60,923",1939
Maryland,Calvert,895,930,"6,184","14,488","6,461","2,291","1,309",920,"6,233","11,851","13,554",1946
Maryland,Caroline,279,222,"1,918","4,033","2,338","1,456","1,914",725,"2,962","4,353","4,120",1949
Maryland,Carroll,"1,259","1,189","8,455","22,634","16,515","4,514","6,695","2,562","12,548","24,045","22,106",1955
Maryland,Cecil,892,"1,859","7,177","12,938","7,194","3,687","3,546","1,880","9,719","13,967","11,727",1963
Maryland,Charles,"3,826","3,307","11,295","21,630","12,292","3,666","1,372","1,858","14,655","22,445","18,430",1294
Maryland,Dorchester,56,519,"2,359","2,910","2,980","2,117","2,492","1,292","4,542","4,418","3,181",1346
Maryland,Frederick,"5,428","2,898","15,763","35,603","18,075","6,229","10,303","3,765","23,124","38,595","28,815",1357
Maryland,Garrett,280,224,"1,826","4,148","3,157","1,295","1,815",777,"3,818","4,883","3,267",1361
Maryland,Harford,"2,671","2,787","15,211","36,425","25,149","7,856","4,995","4,150","24,050","39,832","27,062",1372
Maryland,Howard,"6,257","6,287","15,723","51,120","29,505","5,137","2,428","4,425","31,745","51,717","28,570",1379
Maryland,Kent,120,207,"1,249","2,351","1,742",927,"1,678",843,"2,667","2,782","1,982",1394
Maryland,Montgomery,"12,924","10,324","38,106","119,906","111,251","62,924","17,390","28,127","126,121","145,643","72,934",1398
Maryland,Prince George's,"9,125","7,368","32,791","89,939","105,309","56,677","14,425","29,030","114,452","101,595","70,557",1403
Maryland,Queen Anne's,900,674,"3,732","6,827","4,329","1,283","1,255",594,"4,165","7,550","6,691",1413
Maryland,St. Mary's,"2,207","2,605","8,471","15,085","8,490","3,068","1,354","1,890","10,085","16,024","13,281",1421
Maryland,Somerset,363,254,"1,100","2,286","2,182",716,"1,608",761,"3,155","2,637","1,956",1430
Maryland,Talbot,403,221,"2,739","5,780","3,559","1,471","2,637","1,246","5,140","6,415","4,009",1438
Maryland,Washington,"1,339",891,"7,601","14,700","12,752","8,255","10,829","4,713","16,342","19,935","15,377",1445
Maryland,Wicomico,"1,152","1,071","6,674","11,246","9,374","5,055","3,570","3,102","12,178","13,598","9,264",1446
Maryland,Worcester,454,294,"4,504","8,870","4,591","2,030","1,918","1,407","7,247","8,672","5,335",1456
Maryland,Baltimore city,"4,462","3,129","9,650","21,942","37,044","70,326","95,946","67,039","101,696","56,869","16,895",
Massachusetts,Barnstable,"1,111","1,437","8,398","33,930","30,501","10,465","10,017","4,436","33,817","38,286","19,320",1478
Massachusetts,Berkshire,410,579,"2,425","7,623","11,581","11,807","20,361","4,980","21,116","20,299","8,391",1480
Massachusetts,Bristol,"3,432","2,786","15,612","44,851","50,041","34,523","69,120","22,164","74,766","79,531","43,904",1486
Massachusetts,Dukes,28,74,"1,062","2,873","1,270",535,"1,045",229,"2,498","2,489","1,671",1491
Massachusetts,Essex,"4,906","4,154","20,141","56,891","59,399","46,439","105,324","31,448","101,272","111,037","53,497",1519
Massachusetts,Franklin,529,234,"1,660","6,386","6,532","4,612","10,837","2,402","10,880","12,128","5,380",1523
Massachusetts,Hampden,"1,823","1,258","8,312","28,933","41,906","46,099","52,161","23,650","68,199","59,498","29,145",1526
Massachusetts,Hampshire,"1,087",842,"4,516","13,983","14,044","9,272","15,863","4,549","20,926","23,046","11,086",1527
Massachusetts,Middlesex,"17,825","12,492","41,167","102,745","131,433","108,084","198,104","64,294","214,700","236,168","96,688",1533
Massachusetts,Nantucket,92,56,648,"1,387",877,165,484,271,987,"1,444","1,007",1537
Massachusetts,Norfolk,"6,642","5,726","18,729","49,314","62,845","53,657","71,054","24,887","89,743","108,610","44,727",1543
Massachusetts,Plymouth,"5,917","4,005","17,087","41,412","51,375","28,771","41,788","11,552","55,724","80,260","42,819",1569
Massachusetts,Suffolk,"10,148","6,533","18,866","32,986","48,869","42,702","152,874","99,726","133,393","61,634","18,225",1585
Massachusetts,Worcester,"5,279","5,352","27,613","72,528","62,612","53,231","87,466","28,873","101,492","121,586","62,130",1599
Michigan,Alcona,54,58,533,"1,450","1,715",776,529,171,"1,833","2,227",884,1603
Michigan,Alger,16,33,433,973,705,610,476,230,"1,136","1,279",601,1609
Michigan,Allegan,"1,501",934,"5,990","13,566","9,256","4,949","7,731","1,680","11,286","19,489","11,472",1611
Michigan,Alpena,53,130,887,"2,179","4,326","3,107","2,087",944,"4,666","4,849","2,310",1614
Michigan,Antrim,164,116,"1,484","3,068","2,976","1,114","1,244",426,"2,998","4,427","2,315",1617
Michigan,Arenac,88,48,663,"2,123","1,980","1,036",647,481,"2,092","2,610","1,402",1621
Michigan,Baraga,16,61,352,719,846,507,687,194,"1,124","1,240",630,1624
Michigan,Barry,813,227,"3,311","6,490","5,966","3,038","4,497",718,"6,531","9,925","7,168",1627
Michigan,Bay,441,312,"2,739","7,226","12,669","11,052","10,188","3,153","15,798","17,209","8,467",1631
Michigan,Benzie,211,191,"1,494","2,605","1,140",527,772,256,"2,021","2,930","1,733",1634
Michigan,Berrien,660,494,"5,877","11,780","18,498","15,593","10,234","5,307","22,086","24,100","11,643",1635
Michigan,Branch,170,119,"1,804","3,706","4,313","2,635","3,969","1,046","5,453","6,835","3,382",1640
Michigan,Calhoun,391,536,"4,057","10,385","13,229","12,769","12,757","4,399","19,762","19,400","10,563",1641
Michigan,Cass,325,264,"2,697","4,767","5,771","3,462","3,940",903,"6,163","8,688","5,472",1644
Michigan,Charlevoix,268,184,"1,489","3,596","3,058","1,543","1,587",655,"3,559","4,885","2,626",1648
Michigan,Cheboygan,91,162,"1,760","3,617","3,003","1,389","1,197",560,"3,758","4,588","2,313",1649
Michigan,Chippewa,238,266,"1,803","3,617","3,123","2,933","2,343","1,425","5,044","5,488","2,366",1660
Michigan,Clare,51,176,"1,746","3,280","4,267","1,880",847,998,"4,288","4,683","2,278",1665
Michigan,Clinton,880,670,"5,381","7,931","7,292","3,366","4,662",872,"8,150","12,917","8,243",1669
Michigan,Crawford,31,42,"1,034","1,819","1,731",932,566,414,"1,997","2,466","1,278",1672
Michigan,Delta,52,199,"1,272","3,451","4,195","2,888","4,097","1,484","4,597","7,136","2,937",1675
Michigan,Dickinson,48,150,812,"2,570","3,161","1,994","2,756",799,"3,830","4,426","2,436",1677
Michigan,Eaton,695,470,"5,158","12,772","14,291","4,648","7,003","2,090","14,853","18,251","9,843",1678
Michigan,Emmet,332,234,"2,407","5,351","3,100","1,214","1,559",762,"4,770","5,719","2,946",1686
Michigan,Genesee,"2,017",905,"16,883","34,868","55,024","42,379","18,505","14,662","62,457","60,897","32,565",1688
Michigan,Gladwin,139,128,"1,532","3,853","3,089","1,596",844,786,"3,721","4,508","2,166",1691
Michigan,Gogebic,53,21,303,935,"1,285","1,473","2,826",706,"2,435","2,606","1,149",1693
Michigan,Grand Traverse,"1,727",999,"6,213","12,600","9,151","2,889","4,360","2,200","11,794","15,941","8,004",1697
Michigan,Gratiot,113,66,"1,076","3,274","3,937","3,326","3,292",881,"4,820","5,817","3,566",1700
Michigan,Hillsdale,209,153,"1,793","3,890","4,764","2,351","5,020","1,280","5,730","7,225","3,945",1701
Michigan,Houghton,240,342,"1,186","2,554","2,705","1,670","5,108","1,365","4,740","4,973","2,727",1705
Michigan,Huron,103,68,"1,164","2,788","3,627","3,145","3,013",758,"4,839","5,417","2,894",1708
Michigan,Ingham,"2,703","1,386","10,123","25,691","33,363","22,564","17,848","10,092","44,149","42,647","16,790",1710
Michigan,Ionia,376,171,"3,071","5,520","4,740","2,915","6,278","1,266","6,722","8,574","6,509",1713
Michigan,Iosco,140,60,932,"2,779","4,289","2,708",864,777,"4,613","4,442","1,940",1715
Michigan,Iron,37,19,298,991,"1,119","1,079","1,607",357,"1,940","1,985",868,1716
Michigan,Isabella,498,537,"3,989","8,206","6,327","2,740","2,684","1,771","8,350","9,652","5,208",1717
Michigan,Jackson,570,699,"6,563","12,953","14,704","12,561","14,166","4,288","20,842","23,479","13,607",1719
Michigan,Kalamazoo,"3,113","2,290","11,951","25,995","26,867","20,075","13,987","7,833","35,452","40,438","20,555",1720
Michigan,Kalkaska,59,90,"1,097","2,297","2,329",694,607,320,"2,037","3,138","1,678",1722
Michigan,Kent,"7,300","5,365","27,826","64,532","58,744","42,417","38,611","17,051","76,244","101,406","50,094",1726
Michigan,Keweenaw,29,21,160,187,138,70,474,32,361,458,228,1743
Michigan,Lake,18,71,701,"1,707","1,461",573,454,455,"1,857","1,836",837,1749
Michigan,Lapeer,401,263,"4,291","11,359","10,113","3,431","4,183","1,379","9,023","12,672","10,967",1752
Michigan,Leelanau,197,108,"1,484","3,323","2,103",855,"1,131",293,"2,646","3,920","2,342",1765
Michigan,Lenawee,401,330,"4,250","8,964","8,669","6,972","9,107","2,038","11,502","15,513","9,640",1768
Michigan,Livingston,"2,524","1,232","13,327","27,152","17,837","6,030","4,803","2,232","17,187","31,698","21,788",1770
Michigan,Luce,38,28,338,490,703,362,299,152,727,949,430,1773
Michigan,Mackinac,82,116,610,"1,492","1,357",828,783,719,"1,754","1,856",939,1779
Michigan,Macomb,"6,880","5,220","40,264","90,835","117,888","73,657","14,596","20,879","121,828","134,024","72,609",1785
Michigan,Manistee,130,68,"1,174","2,124","2,649","1,517","2,039",561,"3,215","3,726","2,199",1787
Michigan,Marquette,388,653,"1,870","5,271","8,298","4,456","6,241","1,531","8,661","11,439","5,546",1793
Michigan,Mason,194,175,"1,634","3,261","2,648","2,152","2,232",845,"4,035","4,813","2,603",1797
Michigan,Mecosta,410,349,"1,842","5,368","4,326","1,912","2,069","1,027","5,472","6,433","3,344",1800
Michigan,Menominee,102,111,967,"2,147","2,656","2,104","2,316",880,"3,181","3,983","2,359",1802
Michigan,Midland,658,723,"2,953","9,671","11,494","6,181","2,573","2,072","10,098","14,632","7,451",1806
Michigan,Missaukee,43,64,870,"1,927","1,695",746,849,223,"1,936","2,673","1,362",1810
Michigan,Monroe,"1,090",707,"8,048","14,444","15,212","11,836","9,467","3,298","17,120","24,160","16,226",1812
Michigan,Montcalm,461,239,"2,701","7,230","5,794","3,593","4,125","1,489","7,288","9,626","5,740",1815
Michigan,Montmorency,34,21,527,"1,279","1,578",808,243,290,"1,461","1,717","1,022",1816
Michigan,Muskegon,"1,075",382,"6,963","14,939","17,085","16,591","9,029","4,870","21,846","24,969","14,379",1818
Michigan,Newaygo,196,249,"2,347","6,746","4,921","2,711","2,195",800,"5,463","8,096","5,006",1820
Michigan,Oakland,"11,839","6,863","44,284","138,197","160,419","109,671","38,316","28,497","166,850","210,052","104,190",1824
Michigan,Oceana,175,200,"1,478","2,822","2,530","1,312","1,691",546,"2,956","3,914","2,792",1825
Michigan,Ogemaw,34,65,"1,303","2,931","2,926","1,304",751,493,"3,273","3,546","2,002",1827
Michigan,Ontonagon,4,47,211,469,607,672,813,162,959,"1,069",633,1829
Michigan,Osceola,52,192,"1,084","2,786","2,649","1,033","1,536",679,"2,726","3,773","2,154",1830
Michigan,Oscoda,62,22,550,960,"1,398",525,215,340,"1,203","1,414",775,1832
Michigan,Otsego,163,204,"1,327","3,700","3,237",803,551,665,"3,141","3,940","2,239",1834
Michigan,Ottawa,"5,311","2,936","16,467","34,205","23,827","12,121","9,719","4,191","27,082","46,253","27,060",1837
Michigan,Presque Isle,76,50,645,"1,435","1,566","1,189",962,299,"1,693","2,521","1,410",1840
Michigan,Roscommon,112,83,"1,459","3,720","4,115","1,441",490,"1,059","4,491","4,317","1,553",1843
Michigan,Saginaw,607,787,"5,241","12,600","28,562","17,987","13,196","6,972","26,842","29,024","16,142",1845
Michigan,St. Clair,711,371,"7,946","18,383","15,579","12,782","9,896","3,888","19,913","25,379","16,488",1854
Michigan,St. Joseph,301,246,"1,995","5,189","6,894","4,186","5,508","1,973","7,664","9,256","5,426",1857
Michigan,Sanilac,273,170,"1,611","4,301","4,488","3,404","3,673","1,051","5,596","6,953","4,320",1858
Michigan,Schoolcraft,25,25,479,"1,024",803,553,766,255,"1,322","1,489",609,1861
Michigan,Shiawassee,241,107,"2,101","5,798","8,333","5,534","5,648","1,589","8,523","10,495","7,155",1863
Michigan,Tuscola,128,142,"2,003","4,786","6,327","3,847","4,486",979,"6,771","8,118","5,851",1866
Michigan,Van Buren,424,394,"3,730","8,647","7,043","4,553","5,091","1,609","9,025","12,155","7,093",1867
Michigan,Washtenaw,"3,493","2,810","19,046","41,531","39,714","20,181","16,265","11,372","50,846","55,729","25,093",1869
Michigan,Wayne,"6,155","4,320","42,317","84,456","158,019","275,983","123,608","90,424","275,678","224,878","103,878",1871
Michigan,Wexford,111,105,"2,136","3,953","2,920","1,729","2,258",699,"4,582","5,313","2,618",1873
Minnesota,Aitkin,173,153,"1,669","1,968","1,825",971,835,369,"2,284","2,934","2,007",1875
Minnesota,Anoka,"4,518","3,312","19,834","48,095","35,456","14,498","3,595","5,589","32,808","56,064","34,847",1877
Minnesota,Becker,522,402,"2,607","2,976","3,724","1,633","2,078",608,"3,569","4,991","4,774",1878
Minnesota,Beltrami,814,785,"3,413","5,112","4,406","1,776","1,576","1,544","5,710","6,312","4,316",1880
Minnesota,Benton,547,355,"3,231","5,426","4,015","1,152","1,756","1,002","5,064","6,319","4,097",1881
Minnesota,Big Stone,42,14,127,301,631,440,739,142,617,847,688,1882
Minnesota,Blue Earth,"1,382",998,"3,949","5,504","6,154","3,212","5,191","1,660","7,322","11,099","6,309",1886
Minnesota,Brown,264,148,752,"1,738","2,620","2,072","3,049",435,"3,084","4,362","2,762",1892
Minnesota,Carlton,353,216,"1,858","3,101","3,389","2,570","2,324",530,"3,371","5,614","4,296",1893
Minnesota,Carver,"2,412","1,797","9,229","13,864","5,513","1,680","2,891","1,637","8,058","17,388","10,303",1894
Minnesota,Cass,328,386,"2,727","4,292","2,965","1,350","1,201",650,"3,820","5,173","3,606",1895
Minnesota,Chippewa,30,52,376,617,"1,331","1,425","1,302",314,"1,495","2,032","1,292",1896
Minnesota,Chisago,750,330,"4,585","7,071","4,373",962,"2,299",789,"3,841","7,295","8,445",1897
Minnesota,Clay,"1,510",978,"4,675","4,450","6,572","3,417","3,093","1,798","7,033","10,086","5,778",1898
Minnesota,Clearwater,124,116,612,991,720,403,486,333,777,"1,045","1,297",1899
Minnesota,Cook,104,85,514,970,461,274,200,172,759,914,763,1900
Minnesota,Cottonwood,73,60,193,548,"1,337","1,274","1,430",285,"1,493","1,803","1,334",1902
Minnesota,Crow Wing,993,969,"6,852","7,365","5,810","2,777","2,839","1,496","8,443","11,114","6,552",1903
Minnesota,Dakota,"5,811","4,112","25,159","68,772","41,358","11,556","6,695","7,103","47,724","70,884","37,752",1904
Minnesota,Dodge,200,215,"1,352","1,936","1,761",748,"1,564",225,"1,503","3,078","2,970",1906
Minnesota,Douglas,469,769,"3,278","4,199","4,042","1,921","2,132","1,038","4,561","6,965","4,246",1907
Minnesota,Faribault,23,44,243,508,"1,472","1,731","2,053",325,"1,748","2,288","1,713",1908
Minnesota,Fillmore,139,103,"1,337","1,372","1,635","1,114","2,952",494,"1,983","3,247","2,928",1909
Minnesota,Freeborn,138,154,905,"1,739","3,452","3,314","3,303",825,"3,866","4,928","3,386",1910
Minnesota,Goodhue,313,408,"2,680","4,739","4,424","2,250","4,809","1,157","5,227","7,359","5,880",1911
Minnesota,Grant,26,16,300,461,581,427,767,106,622,917,933,1912
Minnesota,Hennepin,"18,771","12,229","43,026","117,928","132,495","95,422","94,021","48,301","182,674","201,981","80,936",1913
Minnesota,Houston,144,106,798,"2,079","1,891","1,191","2,077",342,"2,195","3,317","2,432",1914
Minnesota,Hubbard,242,285,"2,211","2,668","1,859",761,766,416,"2,090","3,453","2,833",1915
Minnesota,Isanti,504,254,"3,490","4,346","3,817","1,069","1,689",555,"3,570","5,450","5,594",1916
Minnesota,Itasca,523,686,"3,054","4,922","4,753","3,415","2,176","1,037","5,299","8,172","5,021",1917
Minnesota,Jackson,51,40,230,408,"1,287",947,"1,517",132,"1,010","1,763","1,575",1918
Minnesota,Kanabec,225,71,"1,307","1,879","1,441",727,981,283,"1,575","2,383","2,390",1919
Minnesota,Kandiyohi,362,404,"1,727","3,986","4,595","2,877","2,902",829,"4,515","7,183","4,326",1920
Minnesota,Kittson,5,7,98,335,581,377,431,81,481,708,564,1921
Minnesota,Koochiching,36,27,589,"1,180","1,939","1,317",708,455,"1,745","2,122","1,474",1922
Minnesota,Lac qui Parle,28,36,128,409,697,587,"1,163",136,722,"1,201",989,1923
Minnesota,Lake,65,79,695,923,"1,270","1,237",905,273,"1,350","2,110","1,441",1926
