County,State,Males,Females,Under 6 years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and above,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),Under $25K,$25K to $49K,$50K to $74K,$75K to $99K,100K and over
Atchison County,Kansas,48.27,51.73,7.63,20.85,10.44,9.66,13.82,12.08,9.28,7.86,8.38,91.62,5.32,0.55,0.34,0.06,0.51,1.59,1.95,90.44,34.88,38.47,17.5,5.26,3.89
Barber County,Kansas,48.01,51.99,6.22,20.44,4.6,7.82,14.89,14.06,10.48,10.38,11.12,97.06,0.38,0.58,0.09,0,0.89,1,2.02,96.19,35.73,38.34,17.07,4.17,4.7
Barton County,Kansas,48.4,51.6,7.71,20.12,8.1,8.96,15.25,12.91,9.06,8.8,9.08,92.98,1.15,0.51,0.23,0.01,3.51,1.6,8.31,88.97,38.9,34.42,16.76,5.27,4.65
Bourbon County,Kansas,48.2,51.8,7.5,19.91,8.99,9.49,13.54,12.92,9.42,8.49,9.74,94.06,3.08,0.84,0.36,0.05,0.28,1.33,1.29,93.28,39.63,34.96,16.35,5.35,3.72
Brown County,Kansas,48.31,51.69,7.73,20.1,6.87,9.01,14.08,13.32,9.41,8.43,11.05,86.87,1.56,8.82,0.21,0.01,0.73,1.81,2.32,86.07,39.78,34.37,16.44,6.9,2.51
Butler County,Kansas,50.23,49.77,8.35,21.91,7.65,10.62,17.19,13.88,7.81,6.31,6.27,94.94,1.38,0.91,0.4,0.03,0.66,1.69,2.25,93.57,24.88,29.93,23.35,12.27,9.56
Chase County,Kansas,50.96,49.04,7.19,18.75,5.71,9.67,15.84,13.86,10.23,8.81,9.93,96.9,1.02,0.56,0.13,0,0.56,0.83,1.75,96.04,37.85,34.58,16.1,7.25,4.22
Chautauqua County,Kansas,48.34,51.66,5.71,19.27,5.35,7.11,13.01,12.25,12.96,10.39,13.95,93.83,0.3,3.58,0.07,0.05,0.34,1.84,1.35,93,43.39,36.42,11.66,4.63,3.9
Cherokee County,Kansas,48.5,51.5,8.23,19.69,8.06,11.02,14.78,12.82,10.24,7.32,7.83,92.27,0.61,3.45,0.23,0.04,0.5,2.9,1.29,91.57,41.08,34.55,16.46,4.9,3
Cheyenne County,Kansas,49.32,50.68,5.88,19.3,4.14,8.47,13.78,13.21,8.63,12.7,13.9,97.91,0.13,0.09,0.32,0.03,0.98,0.54,2.59,96.43,37.7,40.39,10.84,6.62,4.44
Clark County,Kansas,48.87,51.13,7.66,20.42,4.18,8.45,13.85,13.43,10.21,9.58,12.22,95.77,0.25,1.13,0.08,0,1.88,0.88,4.02,94.06,35.82,33.88,19.18,4.8,6.33
Clay County,Kansas,49.78,50.22,6.52,19.79,6.14,9.18,13.93,14.29,9.39,9.27,11.48,97.72,0.57,0.41,0.15,0,0.26,0.9,0.83,97.22,36.07,34.46,20.22,4.87,4.38
Cloud County,Kansas,47.53,52.47,6.04,18.19,9.3,8.32,12.75,12.38,9.81,9.25,13.97,98.3,0.34,0.25,0.25,0,0.13,0.73,0.6,97.95,38.84,34.7,17.42,4.45,4.59
Coffey County,Kansas,49.04,50.96,7.35,20.78,6.03,9.58,16.03,14.38,9.61,7.13,9.1,96.95,0.25,0.52,0.34,0.01,0.5,1.43,1.55,96.28,31.41,33.81,18.86,10.5,5.42
Comanche County,Kansas,48.35,51.65,6.51,16.68,4.42,7.32,12.76,13.83,12.66,10.88,14.95,97.97,0.05,0.25,0.05,0.2,0.61,0.86,1.78,96.9,41.32,36.42,14.84,4.11,3.31
Cowley County,Kansas,48.9,51.1,7.77,19.96,9.32,10.15,14.73,12.86,9.31,7.67,8.23,90.13,2.7,1.96,1.53,0.01,1.36,2.3,3.59,88.43,36.52,32.63,18.94,7.12,4.8
Crawford County,Kansas,48.73,51.27,7.68,17.16,15.88,10.74,12.87,11.92,8.29,6.51,8.95,93.29,1.83,0.94,1.11,0.09,1.11,1.63,2.38,92.26,43.1,30.52,16.02,5.81,4.55
Decatur County,Kansas,49.37,50.63,5.9,19.3,3.86,7.57,14.6,12.93,9.65,12.62,13.57,97.87,0.52,0.09,0.14,0.12,0.37,0.89,0.98,97.49,40.57,38.91,14.19,3.6,2.73
Dickinson County,Kansas,48.75,51.25,6.91,20.09,5.9,9.36,16.06,13.18,9.9,9.09,9.52,96.44,0.58,0.49,0.3,0.01,0.82,1.36,2.3,95.15,31.87,36.94,20.31,7.02,3.85
Doniphan County,Kansas,49.65,50.35,7.71,19.86,10.62,9.7,13.97,13.63,8.35,7.71,8.46,94.85,2,1.21,0.25,0,0.4,1.29,1.16,94.25,36.77,37.37,17.39,5.64,2.84
Douglas County,Kansas,49.67,50.33,6.66,16.2,26.05,13.08,13.15,11.15,5.77,4.05,3.89,86.09,4.24,2.56,3.12,0.06,1.2,2.73,3.27,84.58,33.14,29.84,18.92,9.07,9.04
Edwards County,Kansas,49.38,50.62,7.05,19.34,5.6,9.71,14.73,12.44,10.35,9.77,11.02,92.52,0.32,0.49,0.32,0,5.57,0.78,9.71,88.95,39.11,37.68,14.81,4.23,4.16
Elk County,Kansas,47.78,52.22,5.31,18.28,5.09,7.42,12.14,13.83,12.63,11.68,13.62,95.06,0.21,0.95,0.18,0.06,1.2,2.33,2.18,94.48,44.5,33.64,13.54,5.15,3.17
Ellis County,Kansas,48.94,51.06,6.8,17.68,17.72,10.2,13.63,12.33,7.32,7.08,7.24,96.1,0.67,0.21,0.82,0.02,1.31,0.89,2.37,95.1,37.51,32.08,17.32,6.72,6.37
Ellsworth County,Kansas,52.81,47.19,5.12,17.7,6.96,9.56,16.48,13.99,9.82,8.9,11.46,93.67,3.56,0.48,0.25,0.02,0.86,1.18,3.59,91.25,34.11,34.47,20.08,7.17,4.17
Finney County,Kansas,51.04,48.96,12.52,23.37,10.96,14.33,15.21,10.68,5.96,3.71,3.27,69.05,1.25,0.96,2.87,0.08,22.99,2.8,43.3,51.38,30,35.41,20.24,8.42,5.94
Ford County,Kansas,51.73,48.27,11.09,21.74,11.01,13.9,13.98,10.72,6.57,5.21,5.78,74.85,1.62,0.63,2.05,0.12,18.17,2.56,37.68,57.33,30.69,35.73,19.87,7.64,6.07
Franklin County,Kansas,49.56,50.44,8.2,20.76,8.63,10.9,16.24,12.35,8.89,6.94,7.09,95.05,1.21,0.94,0.31,0,0.78,1.71,2.62,93.58,29.09,34.43,23.78,8.41,4.29
Geary County,Kansas,49.32,50.68,11.2,19.95,13.88,13.38,14.76,10.61,6.8,5.14,4.28,64.13,22.03,0.75,3.16,0.41,4.1,5.41,8.45,61.5,36.38,35.77,16.07,6.68,5.1
Gove County,Kansas,48.76,51.24,7.37,20.53,4.47,6.91,14.34,13.72,9.97,11.15,11.54,97.95,0.1,0.16,0.1,0,0.72,0.98,1.24,97.43,34.37,36.52,18.1,6.46,4.55
Graham County,Kansas,48.74,51.26,5.26,18.4,4.92,6.59,15.78,12.93,12.46,12.15,11.51,94.91,3.22,0.34,0.27,0.03,0.41,0.81,0.78,94.7,38.42,37.55,14.56,4.38,5.09
Grant County,Kansas,50.18,49.82,10.41,24.09,8.52,11.64,15.49,13,7.21,5.51,4.13,77,0.21,0.86,0.37,0,19.46,2.1,34.67,63.52,24.24,36.39,23.58,8.52,7.28
Gray County,Kansas,50.02,49.98,9.42,23.97,7.71,11.48,14.53,12.53,7.67,5.67,7.01,92.31,0.19,0.46,0.1,0.07,5.42,1.46,9.81,88.6,25.1,38.78,20.42,8.04,7.66
Greeley County,Kansas,49.61,50.39,8.28,21.51,5.87,7.89,18.84,12.06,7.89,9.26,8.41,93.09,0.2,0.26,0.07,0.13,5.22,1.04,11.54,87.22,34.63,30.91,18.24,6.93,9.29
Greenwood County,Kansas,48.85,51.15,6.7,18.48,6.06,8.07,14.14,13.33,10.41,10.99,11.82,96.53,0.14,0.83,0.1,0,0.81,1.58,1.72,95.82,40.35,35.93,16.2,3.68,3.83
Hamilton County,Kansas,49.4,50.6,8.31,21.5,6.85,9.81,14.31,12.13,8.73,8.95,9.4,81.65,0.49,0.49,0.56,0,15.13,1.69,20.6,77.12,37.15,35.07,16.26,6.14,5.39
Harper County,Kansas,48.36,51.64,6.73,19.16,6.18,7.79,13.39,13.14,10.37,9.9,13.34,97.23,0.23,0.83,0.14,0.02,0.38,1.18,1.07,96.73,42.46,32.8,15.62,5.68,3.44
Harvey County,Kansas,48.58,51.42,7.89,19.68,8.6,10.26,15.2,13.09,8.51,7.77,9,91.04,1.59,0.52,0.52,0.03,4.17,2.14,7.97,88.15,26.87,34.3,22.71,10.15,5.97
Haskell County,Kansas,50.8,49.2,10.42,24.17,8.64,11.45,15.16,12.28,7.27,5.94,4.67,85.07,0.19,0.58,0.63,0,11.45,2.09,23.57,74.02,26.13,38.12,19.97,8.46,7.31
Hodgeman County,Kansas,49.3,50.7,6.57,23.6,4.12,7.91,16.69,12.9,9.21,9.3,9.69,97.31,0.91,0.24,0,0,0.48,1.06,2.69,95.54,32.53,39.77,17.92,4.7,5.08
Jackson County,Kansas,49.2,50.8,8.39,21.32,6.29,10.29,15.43,13.76,9.6,7.42,7.51,90.21,0.53,6.84,0.17,0.02,0.39,1.84,1.49,89.63,26.74,36.8,21.5,10.08,4.88
Jefferson County,Kansas,50.65,49.35,7.66,21.22,6.24,10.06,17.12,14.7,10.2,6.64,6.15,96.7,0.37,0.92,0.17,0.01,0.42,1.41,1.28,95.97,23.6,33.76,25.72,10.8,6.11
Jewell County,Kansas,49.46,50.54,5.7,17.57,3.72,6.94,13.93,15.27,10.95,12.93,13,98.79,0.03,0.34,0.05,0.03,0.05,0.71,0.71,98.21,39.92,39.14,12.79,4.28,3.87
Johnson County,Kansas,48.84,51.16,8.96,19.4,7.64,13.66,17.8,14.8,7.74,5.08,4.91,91.11,2.61,0.33,2.83,0.03,1.55,1.54,3.98,88.99,12.95,25.59,23.38,15.33,22.75
Kearny County,Kansas,51.14,48.86,10.48,25.12,8.1,10.64,15.34,11.94,7.26,5.91,5.21,80.34,0.55,0.86,0.31,0.09,15.71,2.14,26.55,71.13,27.66,37.52,21.02,6.7,7.1
Kingman County,Kansas,49.05,50.95,7.33,21.57,5.11,8.43,15.46,12.54,9.99,8.81,10.76,97.45,0.21,0.58,0.24,0.02,0.35,1.15,1.44,96.48,29.88,36.18,19.44,8.47,6.03
Kiowa County,Kansas,49.05,50.95,6.89,18.64,7.75,7.75,13.03,15.1,9.52,10.62,10.71,97.19,0.21,0.61,0.27,0,0.98,0.73,2.04,96.25,38.74,32.13,18.64,6.38,4.11
Labette County,Kansas,48.89,51.11,7.59,19.71,8.08,10.2,14.6,13.07,9.42,7.89,9.45,89.28,4.66,1.95,0.32,0.01,1.2,2.58,3.07,87.77,40.64,34.56,16.33,5.64,2.84
Lane County,Kansas,50.07,49.93,6.59,20.37,4.32,9.23,14.9,13.69,10.44,9.28,11.18,97.73,0,0.05,0.09,0.05,0.51,1.58,1.44,97.03,31.91,37.05,19.34,5.68,6.01
Leavenworth County,Kansas,53.17,46.83,8.44,19.69,7.97,12.62,19.27,14.06,8.11,5.3,4.55,84.18,10.42,0.74,1.06,0.13,1.24,2.22,3.81,82.04,21.04,30.79,24.91,14.24,9.01
Lincoln County,Kansas,49.02,50.98,6.37,18.47,5,7.66,14.37,14.65,9.95,10.9,12.63,98.3,0.11,0.48,0.11,0,0.25,0.75,1.03,97.57,40.43,36.19,15.35,4.64,3.4
Linn County,Kansas,50,50,7.57,18.79,6.21,8.92,14.55,14.43,11.25,9.62,8.66,97.5,0.63,0.48,0.14,0.04,0.16,1.06,0.91,96.91,34.56,34.74,20.48,6.35,3.88
Logan County,Kansas,48.36,51.64,7.49,19.4,7.03,8.04,15,13.1,9.19,9.82,10.93,96.72,0.59,0.16,0.2,0,0.72,1.61,1.64,96.22,35.78,35.22,16.32,6.79,5.9
Lyon County,Kansas,49.34,50.66,8.19,19.56,15.64,11.41,14.43,11.8,7.33,5.39,6.25,83.27,2.27,0.47,2.04,0.01,9.79,2.16,16.72,77.32,37.15,33.1,17.77,7.65,4.32
McPherson County,Kansas,48.96,51.04,7.09,20.04,9.59,9.11,15.09,13.24,8.55,7.6,9.69,96.53,0.81,0.34,0.32,0.06,0.79,1.16,1.94,95.55,27.2,36.07,22.42,8.2,6.1
Marion County,Kansas,48.74,51.26,6.97,19.35,7.06,8.26,14.51,12.52,10.19,9.33,11.81,97.06,0.47,0.59,0.19,0.01,0.55,1.14,1.92,96.05,34.65,36.6,19.11,6.1,3.54
Marshall County,Kansas,49.18,50.82,6.03,20.36,5.83,7.63,15.33,13.17,9.64,10,12.02,98.14,0.23,0.36,0.19,0.02,0.26,0.8,0.76,97.73,35.83,36.37,16.48,6.38,4.93
Meade County,Kansas,49.54,50.46,9.59,21.4,6.48,11.27,14.17,11.1,8.05,8.9,9.05,91.1,0.39,0.54,0.22,0,6.24,1.51,10.9,86.78,31.45,36.75,17.74,7.78,6.28
Miami County,Kansas,49.46,50.54,8.31,21.18,6.66,11.01,17.78,13.91,9.23,6.33,5.59,95.96,1.54,0.52,0.17,0.01,0.44,1.36,1.59,94.97,21.78,31.74,23.35,12.31,10.82
Mitchell County,Kansas,49.34,50.66,6.12,20.66,6.9,7.91,13.96,13.75,9.33,9.82,11.56,97.61,0.52,0.4,0.3,0.03,0.23,0.91,0.88,97.11,34.39,36.9,17.16,6.45,5.09
Montgomery County,Kansas,48.23,51.77,7.27,19.36,8.05,9.76,13.94,13.29,10.03,8.37,9.92,85.77,6.07,3.19,0.47,0.02,1.13,3.34,3.08,84.45,40.8,33.98,15.93,5.31,3.98
Morris County,Kansas,49.23,50.77,7.03,19.64,5.01,8.32,14.68,14.17,10.12,10.06,10.96,97.49,0.34,0.33,0.23,0.02,0.7,0.88,2.23,96.18,37.79,36.11,15.85,5.28,4.97
Morton County,Kansas,48.57,51.43,9.38,21.82,7.69,9.81,15.88,12.04,9.44,7.49,6.44,88.39,0.2,1.14,1.06,0,7.52,1.69,14.1,82.69,31.12,34.71,19.27,9.75,5.15
Nemaha County,Kansas,49.23,50.77,8.76,21.28,5.26,8.7,14.59,11.19,8.2,9.18,12.83,98.35,0.49,0.23,0.1,0.06,0.17,0.6,0.71,97.9,35.48,37.71,17.52,5.15,4.14
Neosho County,Kansas,48.3,51.7,7.24,20.19,8.18,9.65,14.71,12.93,9.57,8.47,9.06,94.9,0.87,0.98,0.32,0.02,1.05,1.86,2.91,93.4,37.31,36.79,15.99,5.13,4.78
Ness County,Kansas,49.62,50.38,6.51,17.75,4.23,7.04,16.04,13.72,10.48,10.77,13.46,98.23,0.06,0.23,0.09,0,0.49,0.9,1.51,97.54,35.97,35.91,16.57,6.86,4.69
Norton County,Kansas,54.98,45.02,6.03,17.18,7.74,10.72,16.41,12.9,9.44,8.58,10.99,93.35,4.05,0.44,0.42,0.02,1.02,0.71,2.37,92.14,38.99,37.58,16.41,3.04,3.97
Osage County,Kansas,48.97,51.03,7.74,20.59,6.15,9.32,16.67,13.54,10.16,7.8,8.04,97.27,0.22,0.65,0.17,0.1,0.41,1.18,1.53,96.39,29.24,35.56,23.13,8.07,4
Osborne County,Kansas,49.19,50.81,5.59,19.74,4.76,6.83,14.73,12.67,9.97,10.6,15.09,98.61,0.07,0.22,0.2,0.02,0.07,0.81,0.38,98.34,42.23,37.16,11.79,5.07,3.74
Ottawa County,Kansas,49.98,50.02,7.09,20.12,5.21,9.23,16.49,13.84,10.4,8.52,9.1,97.53,0.54,0.37,0.13,0.02,0.32,1.09,1.3,96.85,29.09,37.12,22.57,6.68,4.55
Pawnee County,Kansas,52.84,47.16,6.53,19.22,6.79,9.36,15,14.41,10.18,8.41,10.12,90.96,5,0.95,0.57,0,1.22,1.3,4.16,88.8,32.53,36.21,17.96,7.12,6.18
Phillips County,Kansas,48.68,51.32,6.63,19.25,5.05,8.78,13.65,14.43,10.36,9.63,12.21,98.25,0.25,0.3,0.45,0,0.03,0.72,0.67,97.78,35.07,35.79,21.88,3.25,4.01
Pottawatomie County,Kansas,49.49,50.51,8.98,22.07,7.26,10.55,16.07,13.33,8.27,6.68,6.78,96.32,0.66,0.59,0.32,0.01,0.6,1.5,2.26,94.94,27.84,34.83,21.97,9.28,6.07
Pratt County,Kansas,48.45,51.55,7,19.4,8.38,8.37,14.84,13.59,9.24,8.86,10.32,95.28,0.98,0.35,0.55,0.03,1.73,1.07,3.09,94.28,35.65,33.2,17.81,8.73,4.62
Rawlins County,Kansas,49.97,50.03,5.56,19.72,3,6.71,14.36,14.13,10.96,12.07,13.49,98.52,0.3,0.3,0.1,0,0.07,0.71,0.81,97.98,39.29,34.51,14.18,7.63,4.39
Reno County,Kansas,50.21,49.79,7.65,18.36,8.94,10.41,15.34,13.68,9.24,7.95,8.44,91.56,2.88,0.58,0.45,0.04,2.69,1.81,5.65,89.21,33.15,35.12,18.95,7.02,5.76
Republic County,Kansas,48.24,51.76,5.5,17.98,3.94,7.13,14.31,14.1,10.93,11.4,14.7,98.56,0.26,0.21,0.19,0,0.33,0.46,0.94,97.99,41,37.15,13.85,3.18,4.83
Rice County,Kansas,47.98,52.02,6.93,19.96,11.97,8.16,13.72,11.89,9.4,8.75,9.22,94.68,1.15,0.57,0.33,0.04,1.84,1.39,5.61,91.41,33.82,35.88,19.62,6.09,4.59
Riley County,Kansas,53.35,46.65,6.82,14.85,33.93,12.84,10.75,8.5,4.79,3.64,3.88,84.78,6.88,0.63,3.22,0.17,1.89,2.43,4.57,82.67,39.34,30.29,15.99,7.17,7.22
Rooks County,Kansas,49.52,50.48,6.9,19.72,5.7,9.5,15.25,11.91,9.57,9.92,11.54,97.13,1.13,0.42,0.19,0.02,0.37,0.74,1.06,96.5,38.82,39.53,15.26,4.1,2.28
Rush County,Kansas,48.55,51.45,6.11,17.38,4.84,8.14,14.05,13.86,10.31,11.91,13.4,98.45,0.31,0.42,0.11,0,0.17,0.54,1.04,97.75,39.72,34.09,16.56,5.63,4.01
Russell County,Kansas,48.06,51.94,6.19,17.63,5.06,8.21,14.5,13.42,10.92,11.11,12.96,97.58,0.5,0.56,0.33,0.01,0.27,0.75,0.91,96.96,43.57,31.44,12.99,6.17,5.83
Saline County,Kansas,49.35,50.65,8.35,19.45,9.03,11.59,15.57,13.43,8.63,7.12,6.83,89.17,3.1,0.52,1.7,0.04,3.33,2.14,6.02,87.03,29.87,36.34,20.7,7.18,5.91
Scott County,Kansas,49.26,50.74,7.42,21.37,6,9.12,15.18,14.59,9.82,7.62,8.89,95.47,0.1,0.55,0.12,0,2.75,1.02,6.31,92.7,31.61,28.53,20.86,10.26,8.74
Sedgwick County,Kansas,49.43,50.57,9.46,20.1,9.56,12.79,16.09,13.06,7.55,5.94,5.44,79.38,9.13,1.11,3.34,0.06,4.17,2.81,8.04,76.39,26.5,31.85,21.71,10.84,9.11
Seward County,Kansas,51.29,48.71,11.29,22.51,11.55,14.1,14.74,10.61,6.29,4.59,4.32,65.44,3.78,0.77,2.86,0.06,23.81,3.27,42.14,49.43,32.74,35.11,18.2,7.35,6.61
Shawnee County,Kansas,48.41,51.59,8.14,18.57,8.64,11.6,15.58,14.63,9.1,7.1,6.64,82.89,9.03,1.17,0.95,0.04,3.2,2.72,7.26,79.91,28.22,31.81,21.76,9.85,8.35
Sheridan County,Kansas,50.02,49.98,6.26,21.86,4.51,7.43,15.75,13.79,10.13,10.63,9.63,98.65,0.14,0.07,0.07,0.14,0.36,0.57,1.46,97.87,35.45,38.71,17.11,3.62,5.11
Sherman County,Kansas,51.11,48.89,7.32,19.25,10.77,9.39,13.46,12.77,9.99,8.73,8.33,93.83,0.36,0.33,0.19,0.16,4.14,0.99,8.45,90.01,35.71,34.12,18.67,7.78,3.73
Smith County,Kansas,48.1,51.9,5.27,17.95,3.88,7.01,14.44,13.05,10.54,12.21,15.65,98.79,0.11,0.24,0.04,0.11,0.22,0.49,0.73,98.39,44.91,32.1,16.74,3.69,2.56
Stafford County,Kansas,48.78,51.22,7,20.61,5.01,8.06,15.64,12.8,9.69,9.98,11.21,94.97,0.15,0.38,0.13,0,2.97,1.42,5.41,93.03,37.32,37.27,17.86,4.45,3.1
Stanton County,Kansas,51,49,9.52,22.78,7.98,11.51,15.75,11.35,8.15,7.65,5.32,84.41,0.62,1.21,0.17,0,12.51,1.08,23.69,73.98,28.64,34.62,20.19,8.8,7.75
Stevens County,Kansas,48.8,51.2,9.96,22.99,7.83,10.71,15.83,11.09,8.27,6.35,6.96,83.01,0.93,0.93,0.24,0.02,13.25,1.61,21.73,75.45,27.47,31.1,24.6,10.94,5.9
Sumner County,Kansas,49.2,50.8,8.09,22,6.86,9.32,15.88,13.72,8.65,7.47,8.01,94.62,0.71,1.05,0.22,0.05,1.29,2.06,3.58,92.76,30.38,33.19,21.56,9.24,5.62
Thomas County,Kansas,48.61,51.39,8.03,20.35,12.54,8.74,14.52,12.95,8.23,7.05,7.58,97.14,0.43,0.33,0.27,0.02,0.95,0.86,1.85,96.36,31.12,34.78,16.88,9.57,7.65
Trego County,Kansas,47.66,52.34,5.75,19.64,4.73,7.08,15.58,13.17,10.06,11.03,12.96,97.77,0.18,0.39,0.48,0.06,0.15,0.96,0.78,97.32,40.79,33.57,16.57,5.67,3.4
Wabaunsee County,Kansas,50.62,49.38,7.39,20.78,5.59,9.27,16.57,14.47,10.34,8.37,7.22,97.24,0.46,0.49,0.15,0.06,0.6,1,1.86,96.27,25.68,37.2,24.77,8.26,4.09
Wallace County,Kansas,49.74,50.26,7.32,23.73,5.43,7.49,15.21,13.72,9.03,9.03,9.03,94.63,0.63,0.8,0.17,0,2.52,1.26,4.8,92.8,38.01,35.53,13.3,5.26,7.89
Washington County,Kansas,50.21,49.79,6.8,18.05,4.97,8.11,14.04,12.37,10.6,10.81,14.25,98.9,0.11,0.34,0.05,0,0.09,0.51,0.65,98.41,39.85,40,13.17,3.71,3.26
Wichita County,Kansas,51.09,48.91,9.4,20.78,6.76,10.83,13.95,12.96,9.32,8.02,7.98,86.25,0.08,0.71,0.08,0,10.51,2.37,18.41,79.97,34.94,36.27,15.47,7.07,6.25
Wilson County,Kansas,48.5,51.5,7.05,19.74,6.87,8.73,14.25,13.15,10.26,9.37,10.58,96.78,0.37,0.88,0.26,0.04,0.48,1.19,1.67,95.89,41.58,35.26,15.19,5.17,2.8
Woodson County,Kansas,49.18,50.82,5.76,17.56,6.39,7.92,13.65,13.91,10.03,11.48,13.31,96.96,0.82,0.87,0.05,0,0.24,1.06,1.37,96.22,49.09,32.46,10.72,5.18,2.56
Wyandotte County,Kansas,48.82,51.18,9.63,20.37,10.46,12.98,14.97,12.13,7.74,6.17,5.56,58.18,28.33,0.74,1.63,0.04,8.17,2.91,16,51.64,35.98,33.62,17.72,7.94,4.75
Adair County,Kentucky,48.45,51.55,7.3,17.87,10.33,11.73,14.75,13.15,10.3,7.89,6.69,96,2.55,0.22,0.26,0.02,0.19,0.76,0.77,95.47,51.61,29.01,12.03,2.64,4.71
Allen County,Kentucky,48.97,51.03,8.04,19.34,8.61,12.15,15.04,13.1,10.03,7.58,6.11,97.62,1.07,0.16,0.12,0.01,0.36,0.66,0.83,97.15,39.85,33.98,18.93,4.06,3.18
Anderson County,Kentucky,48.87,51.13,8.97,18.63,7.57,13.89,17.36,13.82,8.92,5.81,5.03,96.53,2.35,0.12,0.12,0.01,0.17,0.7,0.8,96.02,23.09,33.91,28.17,9.41,5.43
Ballard County,Kentucky,49.37,50.63,7.27,17,7.33,11.65,15.11,14.22,11.21,8.38,7.84,95.32,2.87,0.08,0.18,0.02,0.08,1.44,0.63,94.94,38,31.97,16.48,8.84,4.71
Barren County,Kentucky,48.11,51.89,7.75,17.77,8.04,11.96,15.68,13.6,10.2,7.91,7.09,94.3,4.09,0.15,0.41,0.03,0.38,0.65,0.93,93.77,39.93,32.87,16.29,6.59,4.32
Bath County,Kentucky,49.4,50.6,7.94,17.6,8.5,12.12,15.44,13.97,9.79,7.76,6.87,96.87,1.85,0.21,0.02,0,0.4,0.66,0.8,96.53,48.72,30.34,11.93,5.16,3.86
Bell County,Kentucky,47.8,52.2,7.33,18.43,8.82,12.3,15.18,13.94,10.26,7.36,6.37,96.02,2.4,0.25,0.35,0.03,0.12,0.83,0.65,95.61,61.1,24.33,10.08,2.14,2.35
Boone County,Kentucky,49.42,50.58,9.63,20.33,8.42,14.24,18.01,13.58,7.72,4.86,3.21,95.15,1.52,0.23,1.29,0.03,0.75,1.03,1.98,94.05,19.24,26.32,25.14,14.38,14.92
Bourbon County,Kentucky,48.62,51.38,7.8,18.6,7.9,11.47,15.92,14.65,10.06,7.18,6.4,90.38,6.94,0.15,0.14,0.01,1.36,1.02,2.6,89.28,36.98,29.5,17.82,8.51,7.19
Boyd County,Kentucky,48.97,51.03,6.63,16.49,8.2,11.77,15.7,14.83,10.78,8.73,6.86,95.97,2.55,0.16,0.3,0,0.14,0.88,1.12,95.12,39.09,29.98,17.07,7.48,6.37
Boyle County,Kentucky,49.58,50.42,6.89,17.16,10.76,12.15,15.32,14.16,9.5,7.39,6.67,87.77,9.68,0.19,0.56,0.03,0.65,1.12,1.44,86.96,36.97,28.98,18.1,8.74,7.21
Bracken County,Kentucky,49.49,50.51,7.88,19.11,8.31,12.1,16.08,13.19,9.84,7.46,6.03,98.48,0.62,0.25,0.06,0.04,0.21,0.35,0.47,98.2,35.37,35.34,18.03,7.38,3.88
Breathitt County,Kentucky,49.34,50.66,7.17,19.81,9.65,11.93,15.89,14.35,9.67,6.68,4.86,98.69,0.39,0.09,0.29,0.02,0.08,0.43,0.66,98.12,59.59,25.37,9.82,3.14,2.09
Breckinridge County,Kentucky,49.65,50.35,7.7,18.61,7.81,10.64,15.03,14.96,11.03,8.2,6.02,95.84,2.86,0.23,0.08,0.02,0.09,0.9,0.72,95.38,42.28,31.92,16.36,5.96,3.49
Bullitt County,Kentucky,49.73,50.27,8.76,19.82,8.54,13.72,17.61,14.41,9.33,5.05,2.77,98.07,0.38,0.34,0.27,0.01,0.16,0.77,0.63,97.65,22.89,33.58,25.55,10.4,7.59
Butler County,Kentucky,49.75,50.25,7.65,19.05,9.15,12.21,15.87,13.07,10.17,6.88,5.96,97.88,0.52,0.22,0.17,0,0.6,0.61,1.04,97.49,42.7,34.13,16.52,4.04,2.61
Caldwell County,Kentucky,48.07,51.93,6.81,16.88,6.91,10.88,14.24,14.75,11.55,9.26,8.71,93.89,4.81,0.15,0.16,0.01,0.39,0.6,0.61,93.65,45.3,29.84,15.94,4.72,4.19
Calloway County,Kentucky,48.24,51.76,5.85,15.06,18.94,10.74,12.57,12.03,9.82,7.31,7.69,93.48,3.56,0.2,1.33,0.03,0.46,0.93,1.38,92.72,41.45,32.25,14.47,6.41,5.42
Campbell County,Kentucky,48.24,51.76,8.33,18.75,9.73,12.89,16.37,12.97,8.37,6.74,5.86,96.64,1.57,0.17,0.54,0.01,0.31,0.76,0.86,96.08,27.72,31.28,21.02,11.02,8.97
Carlisle County,Kentucky,48.78,51.22,7.08,17.83,7.57,11.31,13.83,14.02,10.09,9.57,8.71,97.78,0.95,0.41,0.07,0,0.22,0.56,0.82,97.25,40.37,37.12,13.56,3.93,5.02
Carroll County,Kentucky,50.29,49.71,8.17,18.5,9.06,12.7,15.87,13.84,9.38,7.03,5.44,95.16,1.94,0.23,0.17,0.05,1.42,1.04,3.25,93.42,35.16,29.46,22.09,9.85,3.44
Carter County,Kentucky,48.95,51.05,7.82,18.3,10.38,12.25,14.94,13.51,10.26,7.11,5.43,99.02,0.13,0.25,0.11,0,0.08,0.41,0.59,98.53,47.12,30.58,14.57,5.12,2.61
