State,County,# of Ranked Counties,Length of Life Rank,Quality of Life Rank,Health Behaviors Rank,Clinical Care Rank,Social & Economic Factors Rank,Physical Environment Rank,FID
Wisconsin,Douglas,72,39,40,48,69,43,7,3134
Wisconsin,Dunn,72,22,22,54,10,22,52,3135
Wisconsin,Eau Claire,72,28,21,10,9,11,16,3137
Wisconsin,Florence,72,42,70,35,45,56,10,3138
Wisconsin,Fond du Lac,72,32,30,16,15,21,63,3140
Wisconsin,Forest,72,71,68,70,64,70,6,3141
Wisconsin,Grant,72,13,33,34,66,23,47,3143
Wisconsin,Green,72,12,18,15,35,12,43,3145
Wisconsin,Green Lake,72,59,54,44,21,47,44,3147
Wisconsin,Iowa,72,8,16,12,57,10,40,3148
Wisconsin,Iron,72,42,50,36,39,68,4,3151
Wisconsin,Jackson,72,66,45,61,48,60,51,3153
Wisconsin,Jefferson,72,31,15,19,33,18,54,3154
Wisconsin,Juneau,72,63,67,66,60,59,58,3156
Wisconsin,Kenosha,72,48,64,23,54,57,70,3158
Wisconsin,Kewaunee,72,18,25,43,29,16,35,3160
Wisconsin,La Crosse,72,29,23,7,1,7,12,3161
Wisconsin,Lafayette,72,33,20,31,70,28,29,3163
Wisconsin,Langlade,72,45,60,63,43,53,24,3165
Wisconsin,Lincoln,72,38,57,58,18,29,8,3166
Wisconsin,Manitowoc,72,55,49,40,31,35,59,3169
Wisconsin,Marathon,72,16,27,14,14,13,49,3170
Wisconsin,Marinette,72,62,56,60,24,55,31,3172
Wisconsin,Marquette,72,61,52,67,65,58,38,3174
Wisconsin,Menominee,72,71,71,72,67,72,23,3175
Wisconsin,Milwaukee,72,68,72,55,58,71,71,3177
Wisconsin,Monroe,72,54,43,53,25,34,20,3179
Wisconsin,Oconto,72,36,59,42,44,42,57,3181
Wisconsin,Oneida,72,52,11,25,11,39,11,3183
Wisconsin,Outagamie,72,15,17,17,7,9,22,3185
Wisconsin,Ozaukee,72,3,3,1,3,1,69,3186
Wisconsin,Pepin,72,23,24,51,59,40,13,3188
Wisconsin,Pierce,72,1,5,11,34,8,26,3189
Wisconsin,Polk,72,49,38,27,42,36,36,3191
Wisconsin,Portage,72,4,36,9,20,14,53,3192
Wisconsin,Price,72,37,51,28,56,45,9,3194
Wisconsin,Racine,72,53,66,46,38,61,65,3195
Wisconsin,Richland,72,24,32,39,63,46,32,3196
Wisconsin,Rock,72,60,65,56,62,54,68,3198
Wisconsin,Rusk,72,46,34,64,37,67,18,3199
Wisconsin,St. Croix,72,7,1,4,23,4,60,3200
Wisconsin,Sauk,72,30,31,30,51,26,33,3202
Wisconsin,Sawyer,72,69,63,71,36,65,2,3203
Wisconsin,Shawano,72,58,62,68,32,37,50,3205
Wisconsin,Sheboygan,72,21,9,13,13,15,34,3207
Wisconsin,Taylor,72,11,8,65,40,49,21,3208
Wisconsin,Trempealeau,72,40,42,47,46,32,17,3210
Wisconsin,Vernon,72,17,41,33,55,50,64,3213
Wisconsin,Vilas,72,64,58,24,41,48,56,3001
Wisconsin,Walworth,72,34,26,32,47,27,72,3003
Wisconsin,Washburn,72,26,35,52,50,44,41,3004
Wisconsin,Washington,72,10,4,5,12,5,61,3005
Wisconsin,Waukesha,72,9,2,3,2,2,66,3007
Wisconsin,Waupaca,72,57,29,50,19,30,37,3009
Wisconsin,Waushara,72,19,61,59,49,63,45,3010
Wisconsin,Winnebago,72,27,55,37,6,19,46,3012
Wisconsin,Wood,72,56,39,18,8,33,48,3014
Wyoming,Albany,23,3,13,2,7,2,7,3015
Wyoming,Big Horn,23,21,14,17,23,21,9,3018
Wyoming,Campbell,23,14,16,20,9,10,16,3020
Wyoming,Carbon,23,15,21,21,20,20,20,3022
Wyoming,Converse,23,12,15,14,16,9,3,3024
Wyoming,Crook,23,8,3,12,10,4,11,3025
Wyoming,Fremont,23,23,20,23,22,23,23,3028
Wyoming,Goshen,23,11,11,15,15,19,14,3030
Wyoming,Hot Springs,23,22,9,9,1,12,2,3032
Wyoming,Johnson,23,6,7,5,5,3,8,3033
Wyoming,Laramie,23,16,17,13,6,7,22,3035
Wyoming,Lincoln,23,9,8,3,11,6,17,3036
Wyoming,Natrona,23,18,18,22,14,17,21,3038
Wyoming,Niobrara,23,13,23,19,18,22,13,3040
Wyoming,Park,23,4,5,4,4,11,4,3043
Wyoming,Platte,23,20,10,11,19,16,6,3045
Wyoming,Sheridan,23,5,2,10,3,5,19,3047
Wyoming,Sublette,23,7,4,6,13,13,1,3049
Wyoming,Sweetwater,23,17,19,8,8,15,18,3051
Wyoming,Teton,23,1,1,1,2,1,15,3053
Wyoming,Uinta,23,19,22,16,12,14,12,3055
Wyoming,Washakie,23,10,12,7,21,18,5,3056
Wyoming,Weston,23,2,6,18,17,8,10,3058
